AF099736_1 100 921

AF338659_1 100 300
AF338659_1 372 1718

AF338660_1 100 345
AF338660_1 404 601
AF338660_1 647 1705
AF338660_1 1759 1830

ASN88KDPP_1 100 164
ASN88KDPP_1 235 286
ASN88KDPP_1 345 577
ASN88KDPP_1 634 1642
ASN88KDPP_1 1696 1918
ASN88KDPP_1 1981 2213
ASN88KDPP_1 2308 2519
ASN88KDPP_1 2585 2723

AF268869_1 100 168
AF268869_1 331 408
AF268869_1 514 655
AF268869_1 717 763

NCB8G12_1 100 374
NCB8G12_1 455 1061

NCB8G12_2 100 1527

NCB8G12_3 100 903

NCB8G12_4 100 2868

NCB8G12_5 100 228
NCB8G12_5 385 423

NCB8G12_6 100 1662

NCB8G12_7 100 771

NCB8G12_8 100 741

NCB8G12_9 100 582

NCB8G12_10 100 767
NCB8G12_10 866 974
NCB8G12_10 1441 2262

NCB8G12_11 100 459

NCB8G12_12 100 771

NCB8G12_13 100 290
NCB8G12_13 478 1430
NCB8G12_13 1517 1566

NCB8G12_14 100 927

NCB8G12_15 100 1009
NCB8G12_15 1140 1216

NCB8G12_16 100 606
NCB8G12_16 673 814
NCB8G12_16 881 927

NCB8G12_17 100 477
NCB8G12_17 792 1553

NCB8G12_18 100 2205

NCB8G12_19 100 270
NCB8G12_19 355 1809

NCB8G12_20 100 978

NCB8G12_21 100 350
NCB8G12_21 535 604
NCB8G12_21 711 1109

NCB8G12_22 100 1731

NCB8G12_23 100 454
NCB8G12_23 523 1184

NCB8G12_24 100 354
NCB8G12_24 410 927
NCB8G12_24 1005 1089

NCB8G12_25 100 295
NCB8G12_25 360 539
NCB8G12_25 594 1433
NCB8G12_25 1506 1736
NCB8G12_25 1806 1921

NCB8G12_26 100 310
NCB8G12_26 357 550

NCB8G12_27 100 282
NCB8G12_27 409 714

NCB8G12_28 100 374
NCB8G12_28 449 767

NCB8G12_29 100 1236

NCB8G12_30 100 199
NCB8G12_30 421 882
NCB8G12_30 931 957
NCB8G12_30 984 1531

NCB8G12_31 100 962
NCB8G12_31 1032 1479

NCB8G12_32 100 1948
NCB8G12_32 2050 2717

NCB8G12_33 100 804
NCB8G12_33 877 1573
NCB8G12_33 1624 2636

NCB8G12_34 100 781
NCB8G12_34 864 1333

NCB8G12_35 100 192
NCB8G12_35 278 580

NCB8G12_36 100 1284
NCB8G12_36 1377 1424

NCB8G12_37 100 362
NCB8G12_37 446 3843
NCB8G12_37 3946 4967

NCB8G12_38 100 1356

NCB8G12_39 100 272
NCB8G12_39 302 317
NCB8G12_39 692 1024
NCB8G12_39 1263 1436

NCB8G12_40 100 603
NCB8G12_40 624 788

NCB8G12_41 100 829
NCB8G12_41 880 1004

NCB8G12_42 100 182
NCB8G12_42 776 1023
NCB8G12_42 1077 1156

NCB8G12_43 100 351
NCB8G12_43 378 392
NCB8G12_43 516 1364

NCB8G12_44 100 405
NCB8G12_44 485 592
NCB8G12_44 667 901
NCB8G12_44 1048 1865

NCB8G12_45 100 262
NCB8G12_45 363 464
NCB8G12_45 574 969
NCB8G12_45 1217 1518

NCB8G12_46 100 179
NCB8G12_46 239 1643

NCB8G12_47 100 696

NCB8G12_48 100 504

NCB8G12_49 100 1293

NCB8G12_50 100 285
NCB8G12_50 341 1294
NCB8G12_50 1365 1946

AF268870_1 100 258
AF268870_1 330 506

AF462065_1 100 285
AF462065_1 339 400
AF462065_1 461 1556

ASNACIDPRO_1 100 422
ASNACIDPRO_1 474 751
ASNACIDPRO_1 810 1052
ASNACIDPRO_1 1102 1439

SFU56938_1 100 499
SFU56938_1 583 1073
SFU56938_1 1126 1167

AF121133_1 1 114
AF121133_1 183 1910
AF121133_1 1974 2035
AF121133_1 2104 2383

AF038596_1 100 404
AF038596_1 447 686
AF038596_1 747 907
AF038596_1 971 1209

NCB14D6_1 100 271
NCB14D6_1 481 804
NCB14D6_1 885 3029
NCB14D6_1 3123 5056
NCB14D6_1 5125 5716
NCB14D6_1 5813 6552

NCB14D6_2 100 2247

NCB14D6_3 100 202
NCB14D6_3 372 1045
NCB14D6_3 1131 1329
NCB14D6_3 1387 1451

NCB14D6_4 100 1098

NCB14D6_5 100 402
NCB14D6_5 453 1235

NCB14D6_6 100 861
NCB14D6_6 940 2313

NCB14D6_7 100 360
NCB14D6_7 473 646
NCB14D6_7 845 964
NCB14D6_7 1300 1324
NCB14D6_7 1371 1453

NCB14D6_8 100 1698

NCB14D6_9 100 385
NCB14D6_9 473 548
NCB14D6_9 680 833

NCB14D6_10 100 1187
NCB14D6_10 1245 3183

NCB14D6_11 100 169
